City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,hovd,48.0056,91.6419,-13.62,39,30,1.34,MN,1680476443
275,esperance,-33.8667,121.9,18.08,72,94,2.23,AU,1680476443
276,mangrol,21.1167,70.1167,23.34,76,0,3.96,IN,1680476443
277,ipora,-16.4419,-51.1178,23.88,74,72,1.84,BR,1680476443
278,bethel,41.3712,-73.414,8.93,28,0,6.17,US,1680476314
279,port hardy,50.6996,-127.4199,7.1,61,75,5.14,CA,1680476444
280,minyar,55.0709,57.5485,1.46,94,9,1.0,RU,1680476444
281,cabanas,22.9758,-82.9219,26.19,67,4,5.36,CU,1680476444
282,te anau,-45.4167,167.7167,11.77,61,32,0.94,NZ,1680475847
283,acapulco,16.8634,-99.8901,29.67,50,23,4.6,MX,1680475868
284,mezen,65.8522,44.24,-16.04,98,15,2.56,RU,1680476444
285,soller,39.7662,2.7152,13.81,73,10,8.26,ES,1680476445
286,clyde river,70.4692,-68.5914,-22.87,77,0,3.09,CA,1680476445
287,yar-sale,66.8333,70.8333,-11.35,86,34,4.95,RU,1680475858
288,denison,33.7557,-96.5367,21.2,79,85,4.81,US,1680476409
289,terre haute,39.4667,-87.4139,14.98,53,0,7.2,US,1680476223
290,ahuimanu,21.4447,-157.8378,26.52,84,100,1.79,US,1680476445
291,makat,47.6469,53.3463,9.49,88,96,3.8,KZ,1680476446
292,teluk nibung,3.001,99.8164,24.65,86,100,4.1,ID,1680476446
293,anuppur,23.1,81.6833,21.86,34,17,1.01,IN,1680476446
294,mombetsu,44.3525,143.3525,0.87,62,3,2.41,JP,1680476446
295,aitape,-3.1374,142.3475,26.27,79,100,3.17,PG,1680476446
296,san patricio,28.017,-97.5169,30.66,52,100,7.66,US,1680476446
297,mitchell,43.7094,-98.0298,11.99,32,0,8.23,US,1680476320
298,hlinsko,49.7621,15.9076,3.24,86,57,6.26,CZ,1680476447
299,carutapera,-1.195,-46.02,24.22,93,100,2.42,BR,1680475864
300,hualmay,-11.0964,-77.6139,23.88,85,39,4.21,PE,1680476447
301,mwaya,-9.55,33.95,21.61,94,100,1.56,TZ,1680476447
302,charlottetown,46.2352,-63.1267,1.29,42,0,6.17,CA,1680476447
303,vilhena,-12.7406,-60.1458,24.12,78,40,5.14,BR,1680476447
304,manacapuru,-3.2997,-60.6206,23.7,92,100,2.11,BR,1680476448
305,drovyanaya,51.5833,113.0333,-9.99,58,75,6.37,RU,1680476448
306,zhanaozen,43.3,52.8,6.12,71,68,5.99,KZ,1680476448
307,omsukchan,62.5333,155.8,-17.55,93,63,2.21,RU,1680476448
308,maniitsoq,65.4167,-52.9,-5.99,72,10,3.81,GL,1680476358
309,de aar,-30.6497,24.0123,16.85,70,55,1.85,ZA,1680476448
310,kyzyl-suu,42.3414,78.0056,2.61,35,0,2.37,KG,1680476449
311,talcahuano,-36.7167,-73.1167,16.82,67,0,5.14,CL,1680476449
312,port lincoln,-34.7333,135.8667,17.84,56,72,2.34,AU,1680476449
313,cabedelo,-6.9811,-34.8339,27.37,75,86,3.52,BR,1680475850
314,watertown,42.3709,-71.1828,7.45,24,0,7.6,US,1680475589
315,aklavik,68.2191,-135.0107,-9.13,81,99,3.55,CA,1680475852
316,muros,42.7762,-9.0603,10.47,84,83,3.57,ES,1680475855
317,xichang,27.8964,102.2634,9.94,72,3,1.21,CN,1680476450
318,nouadhibou,20.931,-17.0347,25.99,50,2,5.14,MR,1680476450
319,faya,18.3851,42.4509,15.06,82,56,0.73,SA,1680476450
320,vestmanna,62.1564,-7.1664,4.51,87,100,4.12,FO,1680476450
321,manokwari,-0.8667,134.0833,26.88,79,99,3.35,ID,1680475853
322,alofi,-19.0595,-169.9187,28.94,70,63,8.23,NU,1680475871
323,hobyo,5.3505,48.5268,28.16,76,62,5.27,SO,1680476451
324,atambua,-9.1061,124.8925,24.37,78,63,1.11,ID,1680476451
325,brae,60.3964,-1.353,7.02,81,68,3.01,GB,1680476451
326,haines junction,60.7522,-137.5108,-2.03,40,100,1.03,CA,1680476336
327,masyaf,35.0653,36.3406,9.8,63,75,1.47,SY,1680476451
328,chatrapur,19.35,84.9833,25.02,66,80,0.84,IN,1680476451
329,brownsville,25.9018,-97.4975,29.49,75,79,8.45,US,1680476437
330,inhambane,-23.865,35.3833,21.57,76,10,1.43,MZ,1680476451
331,chitral,35.8462,71.7858,8.96,66,98,1.25,PK,1680476451
332,la rioja,42.25,-2.5,3.88,96,41,1.88,ES,1680476452
333,kamenskiy,50.8855,45.488,6.03,74,92,2.63,RU,1680476452
334,mitu,1.1983,-70.1733,22.81,97,90,0.42,CO,1680476452
335,mulatupo,8.9492,-77.7652,26.5,84,74,2.26,PA,1680476452
336,pontianak,-0.0333,109.3333,23.99,94,20,1.03,ID,1680476452
337,fort saint james,54.4333,-124.25,3.6,55,24,1.5,CA,1680476452
338,shushtar,32.0455,48.8567,14.58,40,0,1.31,IR,1680476452
339,pastavy,55.1168,26.8326,-2.2,84,89,6.52,BY,1680476235
340,kawalu,-7.3817,108.2082,22.88,96,100,0.39,ID,1680476453
341,baykit,61.67,96.37,-12.03,99,99,1.22,RU,1680476296
342,matay,28.419,30.7792,18.51,28,0,3.49,EG,1680476453
343,korla,41.7597,86.1469,0.16,44,0,2.72,CN,1680476453
344,mercedes,-34.6515,-59.4307,19.36,53,93,3.54,AR,1680476453
345,fengcheng,40.4536,124.0717,12.83,35,96,1.34,CN,1680476453
346,mogadishu,2.0371,45.3438,28.04,74,100,2.03,SO,1680476453
347,nuuk,64.1835,-51.7216,-4.6,60,9,4.8,GL,1680475858
348,zheleznodorozhnyy,55.7503,38.0042,7.86,89,100,1.8,RU,1680476453
349,mareeba,-17.0,145.4333,26.4,96,21,2.35,AU,1680476453
350,humaita,-7.5061,-63.0208,23.28,99,72,1.62,BR,1680476453
351,trairi,-3.2778,-39.2689,24.37,86,100,0.86,BR,1680475645
352,torbay,47.6666,-52.7314,4.93,93,100,7.72,CA,1680476454
353,yeppoon,-23.1333,150.7333,22.88,86,98,3.19,AU,1680476454
354,belyy yar,53.6039,91.3903,-9.06,73,0,2.0,RU,1680476454
355,constitucion,-35.3333,-72.4167,14.93,71,9,6.44,CL,1680476278
356,sur,22.5667,59.5289,26.12,65,3,0.63,OM,1680475863
357,pevek,69.7008,170.3133,-26.64,99,100,1.3,RU,1680476454
358,necochea,-38.5473,-58.7368,16.3,74,100,3.08,AR,1680476454
359,brindisi,40.5833,17.6667,13.58,81,100,3.02,IT,1680475855
360,jardim,-21.4803,-56.1381,26.78,65,39,1.01,BR,1680476454
361,saryg-sep,51.5,95.6,-18.15,92,17,1.65,RU,1680476455
362,luganville,-15.5333,167.1667,30.42,70,78,2.65,VU,1680476455
363,kaitangata,-46.2817,169.8464,15.52,64,46,2.05,NZ,1680476455
364,bontang,0.1333,117.5,23.66,95,100,3.63,ID,1680476455
365,margherita,27.2833,95.6833,16.2,95,100,2.78,IN,1680476455
366,havelock,34.8791,-76.9013,16.66,57,0,4.12,US,1680476278
367,conceicao da barra,-18.5933,-39.7322,24.68,81,73,4.36,BR,1680476455
368,petatlan,17.5167,-101.2667,32.01,31,71,2.84,MX,1680476455
369,huaral,-11.495,-77.2078,26.27,78,78,2.51,PE,1680476455
370,kisanga,-7.4362,37.7034,22.82,96,99,1.1,TZ,1680476455
371,yamada,39.4667,141.95,7.4,62,6,1.82,JP,1680475865
372,kudahuvadhoo,2.6708,72.8944,27.65,72,51,1.9,MV,1680475860
373,tilichiki,60.4667,166.1,-2.67,94,100,0.84,RU,1680476456
374,rambha,19.5167,85.1,25.21,77,74,0.85,IN,1680476456
375,hunsur,12.3075,76.2878,20.73,60,43,1.18,IN,1680476456
376,ahipara,-35.1667,173.1667,18.4,64,99,7.85,NZ,1680476456
377,izmalkovo,52.6887,37.964,4.85,82,97,2.85,RU,1680476456
378,tahe,52.3333,124.7333,0.75,92,100,1.66,CN,1680476457
379,isangel,-19.55,169.2667,29.61,69,2,2.28,VU,1680476295
380,chicama,-7.8447,-79.1469,28.3,64,70,4.47,PE,1680476457
381,virginia beach,36.8529,-75.978,14.45,57,20,4.12,US,1680476162
382,kalga,50.9251,118.898,-7.75,75,32,5.18,RU,1680476457
383,pangkalanbuun,-2.6833,111.6167,23.19,94,100,0.77,ID,1680476457
384,itarema,-2.9248,-39.9167,26.26,78,100,2.92,BR,1680476457
385,almora,29.6167,79.6667,8.35,86,2,1.42,IN,1680476457
386,victor harbor,-35.5667,138.6167,14.84,65,66,2.38,AU,1680476202
387,jacobina,-11.1806,-40.5183,25.74,47,66,4.08,BR,1680476458
388,margate,51.3813,1.3862,6.5,79,6,0.45,GB,1680476458
389,halifax,44.6453,-63.5724,5.0,41,5,8.23,CA,1680476281
390,sagua de tanamo,20.5819,-75.2414,25.45,74,4,4.74,CU,1680476458
391,uniontown,39.9001,-79.7164,10.53,37,28,1.79,US,1680476458
392,diego de almagro,-26.3667,-70.05,22.03,53,0,2.45,CL,1680475858
393,cairns,-16.9167,145.7667,28.97,79,40,2.06,AU,1680476458
394,quatre cocos,-20.2078,57.7625,26.16,80,97,5.11,MU,1680476458
395,surt,31.2089,16.5887,17.58,82,2,14.1,LY,1680476459
396,tupiza,-21.45,-65.7167,11.05,83,82,3.27,BO,1680476459
397,pouso alegre,-22.23,-45.9364,18.05,92,71,1.59,BR,1680476089
398,guerrero negro,27.9769,-114.0611,15.58,74,3,9.45,MX,1680476459
399,bereda,43.2686,-7.5406,2.86,100,43,1.58,ES,1680476459
400,rawson,-43.3002,-65.1023,15.55,62,23,8.09,AR,1680476267
401,zhoucheng,35.9122,116.3117,14.17,40,100,7.25,CN,1680476459
402,kruisfontein,-34.0033,24.7314,19.38,79,99,3.41,ZA,1680476459
403,senneterre,48.3835,-77.2328,-1.57,94,100,4.57,CA,1680476460
404,roald,62.5833,6.1333,6.08,65,75,4.12,NO,1680475863
405,cidreira,-30.1811,-50.2056,20.48,65,9,3.46,BR,1680476286
406,nishihara,26.1842,127.7558,20.6,79,20,4.63,JP,1680476460
407,severo-kurilsk,50.6789,156.125,-0.3,90,100,5.25,RU,1680476460
408,kloulklubed,7.0419,134.2556,28.05,72,16,1.48,PW,1680476460
409,chifeng,42.2683,118.9636,8.6,75,100,5.7,CN,1680476460
410,bathsheba,13.2167,-59.5167,26.34,69,40,8.75,BB,1680476460
411,kasongo,-4.45,26.6667,20.19,97,96,1.23,CD,1680476460
412,asau,46.4333,26.4,8.51,97,100,1.16,RO,1680476461
413,havre-saint-pierre,50.2334,-63.5986,1.0,80,75,7.72,CA,1680476461
414,bara,10.3744,10.7288,26.65,13,17,3.6,NG,1680475867
415,lashio,22.9333,97.75,14.59,94,5,0.92,MM,1680476461
416,lazaro cardenas,17.9583,-102.2,28.87,47,92,4.84,MX,1680476462
417,faxinal,-24.0003,-51.3194,18.38,84,46,1.25,BR,1680476462
418,college,64.8569,-147.8028,0.6,79,100,5.14,US,1680476403
419,cuamba,-14.8031,36.5372,18.35,98,49,2.03,MZ,1680476462
420,tocopilla,-22.092,-70.1979,23.07,79,8,3.11,CL,1680476462
421,bonthe,7.5264,-12.505,26.66,86,3,3.1,SL,1680476462
422,kalmunai,7.4167,81.8167,24.73,87,7,2.78,LK,1680476463
423,khandyga,62.6667,135.6,-12.79,92,99,2.48,RU,1680476463
424,ayan,56.45,138.1667,-7.22,69,84,2.65,RU,1680476464
425,makakilo city,21.3469,-158.0858,25.86,77,100,0.0,US,1680476464
426,jinchang,38.4953,102.1739,3.44,38,100,2.76,CN,1680476465
427,saint-joseph,-21.3667,55.6167,24.21,81,99,3.3,RE,1680476465
428,keti bandar,24.1447,67.4497,24.64,76,7,6.02,PK,1680476466
429,winnemucca,40.973,-117.7357,7.03,70,100,2.57,US,1680476466
430,cumana,10.4635,-64.1775,24.76,87,56,5.82,VE,1680476466
431,samoded,63.6083,40.5111,-5.61,94,93,3.81,RU,1680476467
432,coquimbo,-29.9533,-71.3436,16.85,88,20,4.63,CL,1680476397
433,basco,20.4487,121.9702,23.91,73,81,8.22,PH,1680476468
434,diamantino,-14.4086,-56.4461,23.94,85,42,0.81,BR,1680476469
435,ancud,-41.8697,-73.8203,11.1,73,6,1.76,CL,1680476470
436,sinnamary,5.3833,-52.95,24.85,84,88,4.95,GF,1680476470
437,xambioa,-6.4111,-48.5364,22.98,96,24,1.32,BR,1680476470
438,kaoma,-14.7833,24.8,16.46,97,77,2.23,ZM,1680476471
439,muli,2.9167,73.5667,27.67,70,72,2.15,MV,1680476471
440,raahe,64.6833,24.4833,-10.95,96,10,1.92,FI,1680476472
441,karratha,-20.7377,116.8463,27.7,75,53,2.81,AU,1680476204
442,karaman,37.0833,33.25,8.25,92,100,4.58,TR,1680476472
443,saint george,37.1041,-113.5841,22.19,20,0,4.47,US,1680476472
444,reporoa,-38.4333,176.35,19.69,48,23,2.25,NZ,1680476472
445,zharkent,44.1628,80.0,4.13,35,0,1.04,KZ,1680476473
446,khani,41.9563,42.9566,5.76,78,88,0.93,GE,1680476473
447,eenhana,-17.4667,16.3333,20.28,65,31,2.95,NA,1680476473
448,tabou,4.423,-7.3528,26.51,86,21,2.4,CI,1680476473
449,laguna,38.421,-121.4238,17.99,53,20,6.17,US,1680476474
450,thung song,8.1645,99.6804,22.69,95,78,0.5,TH,1680476474
451,egvekinot,66.3167,-179.1667,-16.94,94,100,2.62,RU,1680476474
452,westport,41.1415,-73.3579,10.05,23,0,5.14,US,1680476179
453,lae,-6.7221,146.9847,25.37,78,89,0.08,PG,1680476474
454,kalianget,-7.05,113.9333,25.55,83,100,2.12,ID,1680476475
455,adrar,20.5022,-10.0711,25.13,5,0,2.87,MR,1680476375
456,san andres,12.5847,-81.7006,30.01,66,20,7.2,CO,1680476475
457,portland,45.5234,-122.6762,8.64,87,100,3.6,US,1680476098
458,chernyshevskiy,63.0128,112.4714,-10.83,93,100,5.03,RU,1680476475
459,whitianga,-36.8333,175.7,19.34,59,4,4.39,NZ,1680476476
460,moyo,3.6609,31.7247,21.27,68,55,0.76,UG,1680476476
461,leh,34.1667,77.5833,-7.62,81,84,0.4,IN,1680476476
462,vorontsovka,50.6132,40.3549,6.25,75,42,2.45,RU,1680476476
463,mount gambier,-37.8333,140.7667,13.15,70,2,1.71,AU,1680476476
464,moissac,44.1024,1.0945,9.93,88,97,5.0,FR,1680476477
465,vao,-22.6667,167.4833,25.55,81,47,2.77,NC,1680476477
466,peniche,39.3558,-9.3811,12.47,85,61,5.24,PT,1680476477
467,brazzaville,-4.2658,15.2832,26.17,85,54,0.62,CG,1680476477
468,olafsvik,64.8945,-23.7142,3.89,91,100,5.24,IS,1680476236
469,kagadi,0.9606,30.7967,16.6,98,34,1.22,UG,1680476477
470,half moon bay,37.4636,-122.4286,15.06,67,100,9.77,US,1680476426
471,huntsville,34.7304,-86.5861,21.27,30,0,0.45,US,1680476431
472,emba,48.8264,58.1442,7.39,32,55,7.83,KZ,1680476478
473,bud,39.447,-86.1758,14.94,54,6,4.47,US,1680476478
474,magadan,59.5667,150.8,-5.26,78,81,2.84,RU,1680476479
475,taveta,-3.3963,37.6736,21.51,88,78,1.12,KE,1680476479
476,urumqi,43.801,87.6005,-4.47,50,0,1.0,CN,1680476479
477,aljezur,37.3191,-8.8033,13.12,71,23,2.83,PT,1680476479
478,dagda,56.0951,27.5372,-2.43,80,87,5.56,LV,1680476479
479,qovlar,40.948,45.735,6.49,80,84,0.75,AZ,1680476480
480,wellington,-41.2866,174.7756,14.21,93,75,9.77,NZ,1680476480
481,narsaq,60.9167,-46.05,5.12,81,100,3.81,GL,1680476480
482,mogocha,53.7333,119.7667,-10.5,86,97,2.67,RU,1680476480
483,willowmore,-33.2926,23.4895,16.31,73,100,1.36,ZA,1680476480
484,solnechnyy,50.7214,136.6319,4.33,92,66,0.97,RU,1680476415
485,pathalgaon,22.5667,83.4667,21.42,37,27,1.28,IN,1680476480
486,san ignacio,17.1561,-89.0714,34.08,38,75,5.14,BZ,1680476481
487,aksarka,66.5606,67.7975,-10.34,86,19,5.26,RU,1680476183
488,tommot,58.9564,126.2925,-15.74,97,99,1.56,RU,1680476481
489,puerto madryn,-42.7692,-65.0385,16.46,59,8,7.4,AR,1680476481
490,saint anthony,45.0205,-93.218,7.96,57,20,7.72,US,1680476482
491,nizhniy tsasuchey,50.5167,115.1333,-11.27,73,19,6.79,RU,1680476482
492,hayden,47.766,-116.7866,5.54,72,75,5.66,US,1680476420
493,ayagoz,47.9714,80.4392,-6.64,60,9,4.31,KZ,1680476482
494,woodward,36.4337,-99.3904,31.57,23,0,7.72,US,1680476482
495,kaohsiung,22.6163,120.3133,23.97,78,75,1.54,TW,1680475968
496,pisco,-13.7,-76.2167,26.03,78,0,8.75,PE,1680476302
497,praia,14.9215,-23.5087,25.3,69,0,5.14,CV,1680476482
498,karasjok,69.4719,25.5112,-16.96,96,28,2.26,NO,1680476482
499,carbondale,37.7273,-89.2168,19.16,42,0,7.72,US,1680476370
500,ullapool,57.8987,-5.1604,6.17,88,100,2.25,GB,1680476483
501,kayerkan,69.3497,87.7602,-10.4,96,100,5.13,RU,1680476483
502,sondershausen,51.3667,10.8667,2.19,63,18,5.06,DE,1680476483
503,kavaratti,10.5669,72.642,27.76,68,9,4.45,IN,1680476483
504,apache junction,33.4151,-111.5496,27.56,13,0,1.34,US,1680476406
505,el silencio,10.5,-66.9167,20.47,73,68,3.6,VE,1680476483
506,fort nelson,58.8053,-122.7002,-0.03,49,75,1.79,CA,1680476483
507,prince rupert,54.3161,-130.3201,7.05,61,0,4.63,CA,1680476484
508,flin flon,54.7682,-101.865,-8.09,41,40,6.69,CA,1680476484
509,bathurst,-33.4166,149.5806,17.76,75,1,5.27,AU,1680476428
510,maridi,4.9158,29.4742,22.64,55,21,2.25,SS,1680476484
511,okahandja,-21.9833,16.9167,16.54,36,25,0.35,NA,1680476484
512,nsanje,-16.92,35.262,20.26,98,90,1.23,MW,1680476484
513,kangaatsiaq,68.3065,-53.4641,-19.8,92,100,2.65,GL,1680476484
514,redding,40.5865,-122.3917,15.57,50,100,5.14,US,1680476327
515,beloha,-25.1667,45.05,21.04,91,47,3.96,MG,1680476484
516,batetskiy,58.6461,30.3027,-2.85,95,82,4.51,RU,1680476485
517,lyngseidet,69.5763,20.2189,-2.0,76,100,6.48,NO,1680476485
518,batken,39.8333,71.0,4.91,61,95,1.41,KG,1680476485
519,tahoua,14.8888,5.2692,25.74,10,12,3.85,NE,1680476485
520,kikwit,-5.041,18.8162,20.46,94,81,0.59,CD,1680476485
521,nakapiripirit,1.9167,34.7833,18.85,80,51,1.8,UG,1680476485
522,ende,-8.8432,121.6623,25.83,86,98,1.34,ID,1680476485
523,pulgaon,20.7333,78.3333,27.09,26,52,3.33,IN,1680476486
524,rabo de peixe,37.8,-25.5833,12.73,71,20,4.63,PT,1680476486
525,abu dhabi,24.4667,54.3667,23.3,63,0,5.14,AE,1680476300
526,alappuzha,9.49,76.3264,26.2,81,81,2.26,IN,1680476475
527,hammerfest,70.6634,23.6821,-0.75,69,20,3.6,NO,1680476486
528,olga,43.7444,135.2892,7.22,64,1,0.79,RU,1680476486
529,nchelenge,-9.3451,28.734,19.88,92,89,2.45,ZM,1680476486
530,tupik,54.4253,119.9327,-10.94,92,100,2.19,RU,1680476486
531,port shepstone,-30.7414,30.455,21.69,87,45,5.5,ZA,1680476486
532,mana,5.6592,-53.7767,24.82,84,87,4.24,GF,1680476487
533,pingzhuang,42.0372,119.2889,11.13,30,100,0.88,CN,1680476487
534,itoman,26.1247,127.6694,21.01,74,20,4.63,JP,1680476487
535,marsh harbour,26.5412,-77.0636,24.84,76,1,3.48,BS,1680476289
536,los llanos de aridane,28.6585,-17.9182,18.4,75,40,6.17,ES,1680476487
537,tchamba,9.0333,1.4167,29.63,44,54,3.69,TG,1680476488
538,kimbe,-5.5502,150.1429,28.7,74,61,0.34,PG,1680476488
539,kokopo,-4.352,152.2633,27.58,74,73,0.42,PG,1680476488
540,nelson bay,-32.7167,152.15,21.11,96,32,3.67,AU,1680476383
541,asmar,35.0333,71.3581,12.98,86,100,1.73,AF,1680476489
542,rocha,-34.4833,-54.3333,16.98,68,60,2.13,UY,1680476489
543,pirapora,-17.345,-44.9419,23.4,67,88,3.04,BR,1680476088
544,teknaf,20.8624,92.3058,23.03,85,21,0.77,BD,1680476489
545,pavlogradka,54.2024,73.5592,-4.22,71,0,3.53,RU,1680476489
546,jutai,-5.1833,-68.9,22.83,92,76,1.02,BR,1680476489
547,longyan,25.1072,117.0225,16.33,92,53,1.33,CN,1680476489
548,san ramon de la nueva oran,-23.1322,-64.326,28.01,73,97,1.25,AR,1680476490
549,haian,32.5436,120.45,13.89,1,100,8.01,CN,1680476490
550,khorixas,-20.3667,14.9667,19.63,44,42,1.62,NA,1680476490
